,game_index,t,sold_quantity_0,unit_price_0,sold_quantity_1,unit_price_1,sold_quantity_2,unit_price_2,sold_quantity_3,unit_price_3
0,1,0,20,10.0,0,,0,,0,
1,1,1,20,10.0,8,9.0,0,,49,4.244897959183675
2,1,2,20,10.0,8,9.0,7,26.0,50,10.020000000000003
3,1,3,20,10.0,15,10.0,13,46.0,27,12.962962962962965
4,1,4,20,10.0,17,9.0,7,46.714285714285715,47,3.9574468085106385
5,1,5,20,10.0,48,21.08333333333333,11,33.0,64,5.875
6,1,6,20,10.0,15,9.0,18,33.94444444444444,49,8.16326530612245
7,1,7,20,10.0,22,19.045454545454547,23,35.26086956521739,30,3.033333333333333
8,1,8,20,10.0,2,27.0,9,29.88888888888889,94,6.117021276595744
9,1,9,20,10.0,33,22.60606060606061,28,29.857142857142854,32,4.3125
10,1,10,20,10.0,34,18.11764705882353,49,25.448979591836732,44,9.113636363636363
11,1,11,20,10.0,8,9.0,28,32.464285714285715,79,8.569620253164556
12,1,12,20,10.0,0,,16,29.6875,34,7.000000000000001
13,1,13,20,10.0,16,26.0,17,24.529411764705888,69,5.869565217391304
14,1,14,20,10.0,8,10.0,38,29.815789473684212,25,2.56
15,1,15,20,10.0,40,24.4,14,28.42857142857143,61,11.622950819672132
16,1,16,20,10.0,25,21.52,28,30.25,38,4.078947368421051
17,1,17,20,10.0,0,,9,29.222222222222218,56,7.142857142857142
18,1,18,20,10.0,0,,22,27.863636363636363,11,3.9090909090909087
19,1,19,20,10.0,0,,0,,50,6.52
20,1,20,20,10.0,14,28.0,8,24.0,40,8.025
21,1,21,20,10.0,17,28.0,34,28.0,38,9.473684210526317
22,1,22,20,10.0,14,28.0,35,23.6,77,4.688311688311688
23,1,23,20,10.0,0,,46,28.30434782608696,78,8.692307692307693
24,1,24,20,10.0,15,26.0,0,,132,5.151515151515151
25,1,25,20,10.0,15,27.86666666666667,0,,61,4.672131147540983
26,1,26,20,10.0,0,,0,,69,4.884057971014493
27,1,27,20,10.0,10,26.0,0,,71,7.380281690140845
28,1,28,20,10.0,14,26.0,0,,25,6.2
29,1,29,20,10.0,26,28.0,0,,23,7.608695652173912
30,1,30,20,10.0,0,,0,,0,
31,1,31,20,10.0,0,,0,,17,8.352941176470589
32,1,32,20,10.0,20,27.95,0,,41,3.1463414634146343
33,1,33,20,10.0,15,26.0,0,,41,7.536585365853658
34,1,34,20,10.0,0,,0,,20,4.3
35,1,35,20,10.0,0,,0,,21,2.380952380952381
36,1,36,20,10.0,28,26.0,0,,10,10.8
37,1,37,20,10.0,14,28.0,0,,36,6.361111111111112
38,1,38,20,10.0,15,28.0,0,,21,5.666666666666668
39,1,39,20,10.0,13,26.0,0,,12,7.25
40,1,40,20,10.0,0,,0,,10,4.8
41,1,41,20,10.0,0,,0,,18,4.833333333333333
42,1,42,20,10.0,0,,0,,29,4.068965517241379
43,1,43,20,10.0,0,,0,,21,4.904761904761905
44,1,44,20,10.0,51,27.96078431372549,0,,15,4.666666666666667
45,1,45,20,10.0,13,28.0,0,,14,4.928571428571429
46,1,46,20,10.0,26,26.0,0,,26,3.7692307692307687
47,1,47,20,10.0,0,,0,,30,3.933333333333333
48,1,48,20,10.0,0,,0,,20,5.95
49,1,49,20,10.0,13,28.0,0,,36,5.388888888888888
50,1,50,20,10.0,16,27.8125,0,,14,2.2142857142857144
51,1,51,20,10.0,30,26.13333333333333,0,,41,5.390243902439026
52,1,52,20,10.0,18,28.0,0,,43,13.511627906976745
53,1,53,20,10.0,0,,0,,47,3.787234042553192
54,1,54,20,10.0,0,,0,,18,3.8333333333333335
55,1,55,20,10.0,15,26.066666666666666,0,,30,1.2
56,1,56,20,10.0,30,26.93333333333333,0,,18,9.0
57,1,57,20,10.0,18,27.944444444444446,0,,19,2.8947368421052637
58,1,58,20,10.0,0,,0,,24,4.625
59,1,59,20,10.0,16,28.0,0,,36,10.638888888888891
60,1,60,20,10.0,1,27.0,0,,19,4.631578947368421
61,1,61,20,10.0,14,28.0,0,,42,9.80952380952381
62,1,62,20,10.0,0,,0,,28,7.9642857142857135
63,1,63,20,10.0,14,28.0,0,,15,5.6
64,1,64,20,10.0,0,,0,,19,5.2105263157894735
65,1,65,20,10.0,32,27.0,0,,18,7.111111111111112
66,1,66,20,10.0,1,27.0,0,,12,5.25
67,1,67,20,10.0,0,,0,,17,2.5294117647058822
68,1,68,20,10.0,38,26.052631578947373,0,,50,5.06
69,1,69,20,10.0,0,,0,,14,12.714285714285715
70,1,70,20,10.0,26,27.961538461538463,0,,8,5.0
71,1,71,20,10.0,15,26.0,0,,2,9.0
72,1,72,20,10.0,15,28.0,0,,20,7.1
73,1,73,20,10.0,18,28.0,0,,25,6.64
74,1,74,20,10.0,15,28.0,0,,5,1.0
75,1,75,20,10.0,0,,0,,5,7.2
76,1,76,20,10.0,0,,0,,5,12.0
77,1,77,20,10.0,15,26.0,0,,13,6.0769230769230775
78,1,78,20,10.0,30,28.0,0,,10,7.0
79,1,79,20,10.0,29,27.24137931034483,0,,8,1.0
80,1,80,20,10.0,0,,0,,9,16.0
81,1,81,20,10.0,0,,0,,5,5.0
82,1,82,20,10.0,24,28.0,0,,21,2.142857142857143
83,1,83,20,10.0,24,27.0,0,,15,4.266666666666667
84,1,84,20,10.0,13,26.07692307692308,0,,10,5.0
85,1,85,20,10.0,10,26.0,0,,34,4.323529411764706
86,1,86,20,10.0,0,,0,,0,
87,1,87,20,10.0,14,28.0,0,,0,
88,1,88,20,10.0,27,26.0,0,,0,
89,1,89,20,10.0,1,27.0,0,,0,
90,1,90,20,10.0,1,27.0,0,,0,
91,1,91,20,10.0,29,26.03448275862069,0,,0,
92,1,92,20,10.0,15,27.8,0,,0,
93,1,93,20,10.0,11,26.181818181818183,0,,0,
94,1,94,20,10.0,12,26.16666666666667,0,,0,
95,1,95,20,10.0,0,,0,,0,
96,1,96,0,,30,26.0,0,,0,
97,1,97,0,,0,,0,,0,
98,1,98,0,,0,,0,,0,
99,1,99,0,,13,26.23076923076923,0,,0,
100,2,0,20,10.0,0,,0,,0,
101,2,1,20,10.0,0,,0,,4,2.0
102,2,2,20,10.0,4,3.25,21,20.952380952380953,27,5.0
103,2,3,20,10.0,13,4.307692307692308,16,24.0,43,4.697674418604652
104,2,4,20,10.0,8,3.625,4,52.0,16,3.625
105,2,5,20,10.0,15,7.8,6,49.83333333333334,18,4.777777777777779
106,2,6,20,10.0,28,8.75,3,56.0,9,7.0
107,2,7,20,10.0,50,8.02,3,58.0,29,5.344827586206896
108,2,8,20,10.0,14,3.4285714285714284,19,29.894736842105264,47,10.127659574468085
109,2,9,20,10.0,10,2.1,14,31.42857142857143,42,18.02380952380953
110,2,10,20,10.0,1,6.0,26,36.653846153846146,21,10.428571428571429
111,2,11,20,10.0,8,3.0,8,28.875,27,6.037037037037037
112,2,12,20,10.0,12,1.75,1,57.0,0,
113,2,13,20,10.0,6,6.0,24,32.291666666666664,27,5.25925925925926
114,2,14,20,10.0,8,3.75,20,33.65,10,2.0
115,2,15,20,10.0,0,,0,,37,4.162162162162162
116,2,16,20,10.0,13,3.692307692307693,13,29.0,18,7.0
117,2,17,20,10.0,12,3.9166666666666665,31,25.096774193548388,9,8.333333333333334
118,2,18,20,10.0,6,7.0,22,25.818181818181817,10,3.0
119,2,19,20,10.0,1,10.0,10,34.7,47,6.680851063829786
120,2,20,20,10.0,11,4.545454545454546,3,57.0,19,3.0526315789473686
121,2,21,20,10.0,2,1.0,5,51.0,7,2.7142857142857144
122,2,22,20,10.0,8,4.25,21,28.714285714285715,57,9.140350877192985
123,2,23,20,10.0,13,4.076923076923077,16,24.6875,23,4.565217391304348
124,2,24,20,10.0,11,1.4545454545454546,5,49.0,32,2.8125
125,2,25,20,10.0,6,5.0,0,,4,1.0
126,2,26,20,10.0,12,2.6666666666666665,2,57.0,59,3.593220338983051
127,2,27,20,10.0,7,1.2857142857142858,0,,41,5.048780487804878
128,2,28,20,10.0,16,3.0625,0,,0,
129,2,29,20,10.0,4,2.25,3,56.0,6,3.5
130,2,30,20,10.0,5,3.0,4,57.75,7,7.7142857142857135
131,2,31,20,10.0,0,,0,,10,7.6
132,2,32,20,10.0,9,4.777777777777779,7,55.714285714285715,17,5.352941176470588
133,2,33,20,10.0,5,2.8,2,55.0,6,1.0
134,2,34,20,10.0,11,3.9090909090909087,1,57.0,0,
135,2,35,20,10.0,3,4.666666666666667,0,,11,3.9090909090909087
136,2,36,20,10.0,7,2.8571428571428568,6,54.66666666666666,7,11.571428571428573
137,2,37,20,10.0,7,4.571428571428571,9,54.33333333333334,15,5.133333333333334
138,2,38,20,10.0,4,3.75,0,,21,5.285714285714286
139,2,39,20,10.0,4,5.5,3,57.0,0,
140,2,40,20,10.0,5,1.0,0,,12,3.333333333333333
141,2,41,20,10.0,5,2.0,0,,16,2.1875
142,2,42,20,10.0,8,3.125,5,51.0,15,2.4
143,2,43,20,10.0,13,4.230769230769232,1,53.0,0,
144,2,44,20,10.0,10,3.6,0,,20,4.0
145,2,45,20,10.0,7,3.1428571428571432,5,58.0,0,
146,2,46,20,10.0,10,4.2,1,58.0,22,3.1818181818181817
147,2,47,20,10.0,6,1.6666666666666667,0,,3,1.0
148,2,48,20,10.0,6,3.333333333333333,5,58.0,18,9.222222222222221
149,2,49,20,10.0,12,1.8333333333333333,3,57.0,13,5.538461538461538
150,2,50,20,10.0,6,1.8333333333333333,0,,10,2.0
151,2,51,20,10.0,1,1.0,5,57.6,50,2.6
152,2,52,20,10.0,9,1.5555555555555556,0,,0,
153,2,53,20,10.0,2,1.0,5,54.0,8,7.0
154,2,54,20,10.0,5,7.2,4,56.5,9,2.0
155,2,55,20,10.0,1,10.0,8,57.375,8,1.0
156,2,56,20,10.0,4,4.0,0,,0,
157,2,57,20,10.0,5,1.0,0,,0,
158,2,58,20,10.0,7,6.571428571428571,0,,0,
159,2,59,20,10.0,1,10.0,0,,0,
160,2,60,20,10.0,2,8.0,0,,0,
161,2,61,20,10.0,3,6.0,0,,0,
162,2,62,20,10.0,1,10.0,0,,0,
163,2,63,20,10.0,1,10.0,0,,0,
164,2,64,20,10.0,13,4.384615384615385,0,,0,
165,2,65,20,10.0,5,4.0,0,,0,
166,2,66,20,10.0,11,3.5454545454545454,0,,0,
167,2,67,20,10.0,3,5.0,0,,0,
168,2,68,20,10.0,13,1.6923076923076923,0,,0,
169,2,69,20,10.0,6,4.166666666666667,0,,0,
170,2,70,20,10.0,6,4.166666666666667,0,,0,
171,2,71,20,10.0,1,10.0,0,,0,
172,2,72,20,10.0,8,3.0,0,,0,
173,2,73,20,10.0,0,,0,,0,
174,2,74,20,10.0,0,,0,,0,
175,2,75,20,10.0,6,2.0,0,,0,
176,2,76,20,10.0,11,3.727272727272727,0,,0,
177,2,77,20,10.0,3,8.666666666666666,0,,0,
178,2,78,20,10.0,3,4.0,0,,0,
179,2,79,20,10.0,11,4.545454545454546,0,,0,
180,2,80,20,10.0,5,5.2,0,,0,
181,2,81,20,10.0,3,4.666666666666667,0,,0,
182,2,82,20,10.0,2,2.0,0,,0,
183,2,83,20,10.0,11,3.272727272727273,0,,0,
184,2,84,20,10.0,6,1.8333333333333333,0,,0,
185,2,85,20,10.0,1,3.0,0,,0,
186,2,86,20,10.0,4,4.0,0,,0,
187,2,87,20,10.0,4,4.0,0,,0,
188,2,88,20,10.0,0,,0,,0,
189,2,89,20,10.0,9,1.2222222222222223,0,,0,
190,2,90,20,10.0,0,,0,,0,
191,2,91,20,10.0,1,2.0,0,,0,
192,2,92,20,10.0,16,2.5,0,,0,
193,2,93,20,10.0,12,1.4166666666666667,0,,0,
194,2,94,20,10.0,5,2.0,0,,0,
195,2,95,20,10.0,0,,0,,0,
196,2,96,0,,3,1.0,0,,0,
197,2,97,0,,0,,0,,0,
198,2,98,0,,0,,0,,0,
199,2,99,0,,0,,0,,0,
200,3,0,10,10.0,0,,0,,0,
201,3,1,14,10.0,0,,0,,36,7.6944444444444455
202,3,2,19,10.0,0,,25,13.32,38,12.394736842105265
203,3,3,15,10.0,12,25.0,51,6.666666666666668,66,12.37878787878788
204,3,4,20,10.0,11,31.0,30,9.166666666666666,45,7.711111111111111
205,3,5,7,10.0,0,,70,11.557142857142857,59,9.610169491525424
206,3,6,10,10.0,20,27.0,26,11.0,48,14.91666666666667
207,3,7,13,10.0,42,30.16666666666667,46,11.26086956521739,52,16.692307692307693
208,3,8,12,10.0,10,26.0,29,11.20689655172414,86,9.372093023255816
209,3,9,8,10.0,26,27.038461538461537,9,18.11111111111111,21,1.0
210,3,10,13,10.0,11,25.0,29,14.310344827586205,34,15.617647058823529
211,3,11,7,10.0,10,26.0,69,16.971014492753625,47,12.319148936170215
212,3,12,9,10.0,0,,0,,45,11.0
213,3,13,7,10.0,40,31.75,38,18.210526315789476,67,9.985074626865671
214,3,14,9,10.0,0,,15,12.466666666666667,50,14.08
215,3,15,7,10.0,14,30.0,8,3.0,106,9.613207547169813
216,3,16,12,10.0,8,26.0,9,11.0,29,8.827586206896553
217,3,17,8,10.0,0,,11,12.454545454545455,53,12.528301886792455
218,3,18,12,10.0,17,31.0,0,,52,15.846153846153848
219,3,19,11,10.0,28,29.07142857142857,0,,65,11.646153846153846
220,3,20,10,10.0,0,,0,,51,9.666666666666666
221,3,21,8,10.0,13,34.0,0,,25,12.0
222,3,22,4,10.0,0,,0,,6,1.8333333333333333
223,3,23,9,10.0,13,30.0,0,,21,17.523809523809526
224,3,24,10,10.0,0,,0,,13,15.230769230769232
225,3,25,10,10.0,14,27.0,0,,14,12.857142857142858
226,3,26,13,10.0,12,26.0,0,,21,6.857142857142858
227,3,27,8,10.0,34,29.823529411764714,0,,34,10.176470588235292
228,3,28,7,10.0,17,31.0,0,,13,13.153846153846152
229,3,29,10,10.0,11,26.0,0,,6,16.5
230,3,30,9,10.0,2,34.0,0,,24,13.958333333333336
231,3,31,11,10.0,0,,0,,15,16.2
232,3,32,13,10.0,12,25.0,0,,3,6.0
233,3,33,7,10.0,39,32.205128205128204,0,,19,13.473684210526313
234,3,34,11,10.0,0,,0,,39,15.230769230769232
235,3,35,8,10.0,34,30.205882352941174,0,,45,9.377777777777778
236,3,36,13,10.0,0,,0,,30,10.133333333333333
237,3,37,10,10.0,15,34.0,0,,24,3.8333333333333335
238,3,38,6,10.0,13,31.0,0,,26,6.384615384615384
239,3,39,13,10.0,11,26.63636363636364,0,,11,18.0
240,3,40,13,10.0,3,25.0,0,,23,4.913043478260869
241,3,41,11,10.0,0,,0,,56,12.642857142857142
242,3,42,11,10.0,22,33.18181818181818,0,,29,11.379310344827585
243,3,43,7,10.0,26,30.153846153846153,0,,32,10.875
244,3,44,8,10.0,16,32.125,0,,33,8.303030303030303
245,3,45,6,10.0,11,25.0,0,,27,12.444444444444445
246,3,46,10,10.0,18,24.0,0,,28,16.285714285714285
247,3,47,9,10.0,7,33.0,0,,16,1.0
248,3,48,12,10.0,0,,0,,44,11.0
249,3,49,13,10.0,13,25.615384615384613,0,,3,5.333333333333333
250,3,50,9,10.0,14,31.0,0,,27,16.074074074074073
251,3,51,14,10.0,12,27.0,0,,12,14.25
252,3,52,6,10.0,23,26.82608695652174,0,,29,12.344827586206893
253,3,53,7,10.0,36,30.38888888888889,0,,0,
254,3,54,7,10.0,4,33.0,0,,20,15.25
255,3,55,9,10.0,4,34.0,0,,14,8.785714285714286
256,3,56,10,10.0,11,26.0,0,,12,13.083333333333336
257,3,57,11,10.0,0,,0,,22,9.909090909090908
258,3,58,14,10.0,14,33.0,0,,52,12.5
259,3,59,5,10.0,9,31.0,0,,7,3.8571428571428568
260,3,60,11,10.0,10,27.2,0,,28,14.428571428571427
261,3,61,7,10.0,14,33.0,0,,31,10.548387096774192
262,3,62,11,10.0,0,,0,,11,12.545454545454545
263,3,63,8,10.0,32,27.75,0,,21,12.38095238095238
264,3,64,11,10.0,13,28.461538461538463,0,,10,2.8
265,3,65,8,10.0,0,,0,,0,
266,3,66,10,10.0,12,26.0,0,,66,10.348484848484848
267,3,67,7,10.0,11,26.72727272727273,0,,15,11.333333333333336
268,3,68,10,10.0,11,25.54545454545455,0,,23,9.130434782608695
269,3,69,10,10.0,19,32.21052631578947,0,,24,14.041666666666664
270,3,70,10,10.0,5,26.0,0,,20,16.35
271,3,71,8,10.0,1,33.0,0,,48,10.854166666666664
272,3,72,6,10.0,22,33.09090909090909,0,,17,14.352941176470587
273,3,73,7,10.0,11,26.63636363636364,0,,4,2.0
274,3,74,12,10.0,16,30.0,0,,20,10.75
275,3,75,15,10.0,16,28.9375,0,,13,12.153846153846152
276,3,76,9,10.0,19,29.36842105263158,0,,39,10.512820512820513
277,3,77,9,10.0,0,,0,,25,7.52
278,3,78,11,10.0,26,29.115384615384613,0,,30,10.933333333333335
279,3,79,9,10.0,14,30.142857142857146,0,,22,5.7727272727272725
280,3,80,4,10.0,2,32.5,0,,10,15.8
281,3,81,10,10.0,16,33.0625,0,,59,11.898305084745765
282,3,82,5,10.0,15,28.13333333333333,0,,15,7.7333333333333325
283,3,83,8,10.0,10,25.0,0,,49,11.285714285714285
284,3,84,12,10.0,12,27.0,0,,8,11.25
285,3,85,12,10.0,18,28.66666666666667,0,,0,
286,3,86,9,10.0,17,30.0,0,,21,9.619047619047619
287,3,87,11,10.0,24,33.333333333333336,0,,12,8.083333333333334
288,3,88,11,10.0,0,,0,,30,13.466666666666667
289,3,89,11,10.0,15,27.86666666666667,0,,14,11.5
290,3,90,11,10.0,16,33.625,0,,16,16.4375
291,3,91,11,10.0,29,30.41379310344828,0,,42,9.976190476190476
292,3,92,12,10.0,5,26.0,0,,38,11.710526315789476
293,3,93,8,10.0,18,26.0,0,,1,7.0
294,3,94,11,10.0,0,,0,,24,6.625
295,3,95,6,10.0,9,32.0,0,,12,12.666666666666664
296,3,96,0,,20,26.4,0,,0,
297,3,97,0,,10,26.0,0,,0,
298,3,98,0,,12,33.416666666666664,0,,0,
299,3,99,0,,13,34.0,0,,0,
300,4,0,12,10.0,0,,0,,0,
301,4,1,15,10.0,0,,0,,9,3.0
302,4,2,20,10.0,0,,18,14.722222222222221,53,3.60377358490566
303,4,3,11,10.0,19,1.8421052631578947,53,19.547169811320753,15,21.93333333333333
304,4,4,17,10.0,17,7.352941176470589,16,21.5625,77,5.246753246753247
305,4,5,13,10.0,9,1.6666666666666667,22,22.454545454545453,95,12.168421052631581
306,4,6,7,10.0,16,12.75,16,19.8125,37,17.324324324324323
307,4,7,14,10.0,12,1.0,11,21.0,77,26.168831168831172
308,4,8,12,10.0,32,5.96875,29,19.82758620689655,81,19.98765432098765
309,4,9,13,10.0,13,17.384615384615387,23,20.347826086956523,17,3.4117647058823533
310,4,10,9,10.0,17,1.0,24,21.166666666666668,35,18.714285714285715
311,4,11,9,10.0,8,2.0,15,17.133333333333333,67,12.985074626865673
312,4,12,7,10.0,11,8.0,68,19.705882352941178,36,17.13888888888889
313,4,13,8,10.0,6,3.0,11,19.272727272727273,35,18.68571428571429
314,4,14,9,10.0,0,,33,20.181818181818183,26,6.730769230769233
315,4,15,14,10.0,8,1.0,32,21.78125,35,17.771428571428572
316,4,16,9,10.0,0,,8,21.375,10,47.0
317,4,17,9,10.0,0,,112,21.107142857142858,36,7.111111111111112
318,4,18,7,10.0,9,2.333333333333333,11,20.272727272727273,21,3.6190476190476186
319,4,19,7,10.0,19,1.8947368421052633,10,22.8,42,21.19047619047619
320,4,20,3,10.0,0,,6,17.833333333333332,21,14.714285714285715
321,4,21,9,10.0,0,,7,20.428571428571427,53,15.641509433962266
322,4,22,11,10.0,0,,3,18.666666666666668,24,12.625
323,4,23,11,10.0,19,2.7894736842105257,9,18.222222222222218,49,4.081632653061225
324,4,24,11,10.0,11,4.0,55,20.30909090909091,8,13.25
325,4,25,7,10.0,0,,4,18.75,36,19.222222222222218
326,4,26,11,10.0,0,,34,20.764705882352946,23,12.130434782608695
327,4,27,12,10.0,0,,19,21.0,15,47.0
328,4,28,11,10.0,0,,77,19.11688311688312,76,9.93421052631579
329,4,29,8,10.0,0,,17,16.470588235294116,19,6.473684210526316
330,4,30,6,10.0,0,,11,12.909090909090908,0,
331,4,31,10,10.0,0,,16,13.0,5,49.0
332,4,32,10,10.0,0,,11,11.090909090909092,5,49.0
333,4,33,13,10.0,0,,13,11.076923076923077,13,15.0
334,4,34,5,10.0,0,,26,12.0,10,17.0
335,4,35,12,10.0,0,,56,12.0,0,
336,4,36,11,10.0,0,,44,13.0,0,
337,4,37,13,10.0,0,,11,13.0,8,14.0
